Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State,length_x,length_y,length_euclidean,angle_degrees,direction
Pass,01:51:54:020,Unsuccessful,Basic,-,-,High,Loek,17,Helmond Sport O17,45,5,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:51:56:610,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,30,2,-,Mees van Aalst,4,24,15,-,-,-,-,-,-,-6,13,14,114.8,lateral
Pass,01:51:58:920,Successful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,22,15,-,Senn Talakua,2,24,4,-,-,-,-,-,-,2,-11,11,-79.7,lateral
Defensive Action,01:52:01:200,Unsuccessful,-,-,-,-,Abdoul,2,Helmond Sport O17,24,4,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:52:13:220,Successful,Throw-in,-,-,Low,Senn Talakua,2,Den Bosch O17,28,4,-,Thijs Mendonca,22,39,4,-,-,-,-,-,-,11,0,11,0.0,forward
Pass,01:52:14:480,Unsuccessful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,38,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:52:16:050,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,44,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:52:17:590,Successful,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,38,7,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:52:18:820,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,42,10,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:52:19:650,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,37,28,-,Thijs Mendonca,22,43,14,-,-,-,-,-,-,6,-14,15,-66.8,lateral
Pass,01:52:22:330,Unsuccessful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,43,14,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:52:22:970,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,46,19,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:52:24:470,Successful,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,44,12,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Lost Possession,01:52:26:050,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,47,7,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,01:52:28:340,Unsuccessful,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,44,4,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:52:37:780,Unsuccessful,Throw-in,-,-,Low,Abdoul,2,Helmond Sport O17,39,2,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:52:39:210,Successful,-,-,-,-,Mees van Aalst,4,Den Bosch O17,25,12,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:52:39:250,Unsuccessful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,25,12,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:52:41:590,Unsuccessful,-,-,-,-,Abdoul,2,Helmond Sport O17,34,4,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:52:54:000,Unsuccessful,Throw-in,-,-,Low,Mees van Aalst,4,Den Bosch O17,36,3,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:52:55:080,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,42,4,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:52:55:120,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,42,2,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:53:40:290,Successful,Throw-in,-,-,Low,Senn Talakua,2,Den Bosch O17,34,4,-,Louis Damen,9,46,3,-,-,-,-,-,-,12,-1,12,-4.8,forward
Pass,01:53:42:170,Unsuccessful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,45,6,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:53:44:370,Unsuccessful,Basic,-,-,High,Rubens,8,Helmond Sport O17,43,9,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:53:45:400,Successful,-,-,-,-,Hamza Ouzebine,11,Den Bosch O17,45,18,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:53:45:440,Won,Ground,-,-,-,Hamza Ouzebine,11,Den Bosch O17,45,19,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:53:45:480,Lost,Air,-,-,-,Rayen S.,6,Helmond Sport O17,45,20,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:53:45:520,Successful,Basic,-,-,High,Hamza Ouzebine,11,Den Bosch O17,46,21,-,Rayaan Lakbibchi,8,38,21,-,-,-,-,-,-,-8,0,8,180.0,backward
Pass,01:53:47:200,Unsuccessful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,42,22,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:53:48:720,Successful,-,-,-,-,Dean,19,Helmond Sport O17,46,24,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:53:48:870,Successful,Basic,-,-,High,Dean,19,Helmond Sport O17,46,24,-,Rayen S.,6,40,23,-,-,-,-,-,-,-6,-1,6,-170.5,backward
Pass,01:53:51:670,Successful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,48,20,-,Abdoul,2,45,3,-,-,-,-,-,-,-3,-17,17,-100.0,lateral
Defensive Action,01:53:55:300,Successful,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,45,4,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Foul,01:53:55:370,-,-,-,-,-,Senn Talakua,2,Den Bosch O17,48,4,-,Abdoul,2,-,-,-,-,-,-,-,-,,,,,
Freekick,01:54:01:810,Successful,Pass,-,-,-,Thijs Mendonca,22,Den Bosch O17,55,5,-,Louis Damen,9,62,4,-,-,-,-,-,-,,,,,
Pass,01:54:01:850,Successful,Basic,-,-,Low,Thijs Mendonca,22,Den Bosch O17,54,5,-,Louis Damen,9,62,4,-,-,-,-,-,-,8,-1,8,-7.1,forward
Pass,01:54:05:740,Unsuccessful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,66,4,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:54:06:460,Unsuccessful,-,-,-,-,Abdoul,2,Helmond Sport O17,67,10,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:54:08:760,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,67,9,-,Louis Damen,9,70,7,-,-,-,-,-,-,3,-2,4,-33.7,forward
Attacking Third Entry,01:54:11:210,-,-,-,-,-,Louis Damen,9,Den Bosch O17,72,7,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Lost Possession,01:54:16:230,-,-,-,-,-,Louis Damen,9,Den Bosch O17,98,10,-,-,-,-,-,-,-,-,-,-,-,,,,,
Gk Distribution,01:54:33:260,Successful,-,-,-,-,Nasim,23,Helmond Sport O17,96,43,-,Loek,17,97,27,-,-,Kick,-,-,-,,,,,
Pass,01:54:35:290,Successful,Basic,-,-,Medium,Loek,17,Helmond Sport O17,96,24,-,Abdoul,2,78,4,-,-,-,-,-,-,-18,-20,27,-132.0,lateral
Pass,01:54:38:730,Successful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,76,4,-,Dean,19,49,4,-,-,-,-,-,-,-27,0,27,180.0,backward
Pass,01:54:42:520,Successful,Basic,-,-,High,Dean,19,Helmond Sport O17,57,7,-,Chevez,10,56,13,-,-,-,-,-,-,-1,6,6,99.5,lateral
Pass,01:54:43:250,Unsuccessful,Basic,-,-,High,Chevez,10,Helmond Sport O17,56,10,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:54:44:390,Successful,-,-,-,-,Seger van Geene,33,Den Bosch O17,46,14,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:54:45:650,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,46,15,-,Rayaan Lakbibchi,8,53,30,-,-,-,-,-,-,7,15,17,65.0,lateral
Pass,01:54:47:140,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,54,33,-,Oscar Li,17,62,61,-,-,-,-,-,-,8,28,29,74.1,lateral
Duel,01:54:49:780,Won,Ground,-,-,-,Oscar Li,17,Den Bosch O17,62,62,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:54:49:820,Lost,Ground,-,-,-,Kaan,5,Helmond Sport O17,62,62,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:54:50:610,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,58,65,-,Huib Alberts,15,53,71,-,-,-,-,-,-,-5,6,8,129.8,lateral
Pass,01:54:52:500,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,56,72,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:54:54:330,Successful,Basic,-,-,High,Max,20,Helmond Sport O17,66,70,-,Nasim,23,88,57,-,-,-,-,-,-,22,-13,26,-30.6,forward
Pass,01:54:57:520,Unsuccessful,Basic,-,-,High,Nasim,23,Helmond Sport O17,86,47,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:55:00:190,Successful,-,-,-,-,Mees van Aalst,4,Den Bosch O17,52,32,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:55:00:230,Won,Air,-,-,-,Mees van Aalst,4,Den Bosch O17,52,30,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:55:00:270,Lost,Air,-,-,-,Dean,19,Helmond Sport O17,52,30,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:55:00:310,Unsuccessful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,52,30,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:55:03:700,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,63,19,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:55:22:170,Successful,Throw-in,-,-,Low,Senn Talakua,2,Den Bosch O17,44,4,-,Seger van Geene,33,55,16,-,-,-,-,-,-,11,12,16,47.5,lateral
Pass,01:55:25:800,Successful,Basic,Key,-,High,Seger van Geene,33,Den Bosch O17,58,26,-,Oscar Li,17,76,59,-,-,-,-,-,-,18,33,38,61.4,lateral
Attacking Third Entry,01:55:27:490,-,-,-,-,-,Oscar Li,17,Den Bosch O17,71,65,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Penalty Box Entries,01:55:29:660,-,-,-,-,-,Oscar Li,17,Den Bosch O17,85,64,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Shots,01:55:29:730,Off Target,In Game,-,No Goal,High,Oscar Li,17,Den Bosch O17,86,62,Right Foot,-,-,-,-,-,-,-,Top-right,-,-,,,,,
Gk Distribution,01:55:45:760,Successful,-,-,-,-,Nasim,23,Helmond Sport O17,95,52,-,Loek,17,96,32,-,-,Kick,-,-,-,,,,,
Pass,01:55:48:150,Successful,Basic,-,-,High,Loek,17,Helmond Sport O17,93,27,-,Berk,18,79,4,-,-,-,-,-,-,-14,-23,27,-121.3,lateral
Pass,01:55:51:220,Successful,Basic,-,-,High,Loek,17,Helmond Sport O17,76,6,-,Abdoul,2,74,18,-,-,-,-,-,-,-2,12,12,99.5,lateral
Pass,01:55:52:340,Unsuccessful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,75,19,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:56:09:310,Successful,Throw-in,-,-,Low,Senn Talakua,2,Den Bosch O17,68,3,-,Louis Damen,9,86,11,-,-,-,-,-,-,18,8,20,24.0,forward
Pass,01:56:13:210,Successful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,84,8,-,Thijs Mendonca,22,80,7,-,-,-,-,-,-,-4,-1,4,-166.0,backward
Pass,01:56:16:590,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,78,9,-,Senn Talakua,2,81,15,-,-,-,-,-,-,3,6,7,63.4,lateral
Pass,01:56:17:130,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,82,15,-,Rayaan Lakbibchi,8,62,32,-,-,-,-,-,-,-20,17,26,139.6,backward
Pass,01:56:19:690,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,62,32,-,Hamza Ouzebine,11,72,30,-,-,-,-,-,-,10,-2,10,-11.3,forward
Pass,01:56:26:960,Successful,Basic,-,-,High,Hamza Ouzebine,11,Den Bosch O17,58,39,-,Huib Alberts,15,49,65,-,-,-,-,-,-,-9,26,28,109.1,lateral
Pass,01:56:29:820,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,53,69,-,Oscar Li,17,62,74,-,-,-,-,-,-,9,5,10,29.1,forward
Duel,01:56:30:940,Won,Ground,-,-,-,Oscar Li,17,Den Bosch O17,62,74,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:56:30:980,Lost,Ground,-,-,-,Kaan,5,Helmond Sport O17,61,73,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:56:31:020,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,61,74,-,Huib Alberts,15,60,63,-,-,-,-,-,-,-1,-11,11,-95.2,lateral
Pass,01:56:31:790,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,60,63,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:56:34:150,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,70,81,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:56:35:430,Successful,-,-,-,-,Arend Wijnalda,6,Den Bosch O17,64,73,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:56:35:550,Unsuccessful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,64,73,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:56:37:380,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,67,82,-,Max,20,55,78,-,-,-,-,-,-,-12,-4,13,-161.6,backward
Pass,01:56:40:270,Unsuccessful,Basic,-,-,High,Max,20,Helmond Sport O17,56,78,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:56:41:410,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,55,76,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:56:42:060,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,55,75,-,Oscar Li,17,61,82,-,-,-,-,-,-,6,7,9,49.4,lateral
Pass,01:56:46:060,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,60,73,-,Rayaan Lakbibchi,8,52,46,-,-,-,-,-,-,-8,-27,28,-106.5,lateral
Pass,01:56:48:520,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,52,46,-,Senn Talakua,2,46,34,-,-,-,-,-,-,-6,-12,13,-116.6,lateral
Pass,01:56:52:270,Successful,Basic,-,-,High,Senn Talakua,2,Den Bosch O17,60,29,-,Thijs Mendonca,22,66,7,-,-,-,-,-,-,6,-22,23,-74.7,lateral
Pass,01:56:55:310,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,69,12,-,Oscar Li,17,80,62,-,-,-,-,-,-,11,50,51,77.6,lateral
Attacking Third Entry,01:56:57:680,-,-,-,-,-,Oscar Li,17,Den Bosch O17,79,63,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Defensive Action,01:56:59:490,Successful,-,-,-,-,Kaan,5,Helmond Sport O17,85,66,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:57:20:000,Unsuccessful,Throw-in,-,-,Low,Huib Alberts,15,Den Bosch O17,78,95,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:57:21:290,Successful,-,-,-,-,Glenn,15,Helmond Sport O17,86,85,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:57:31:850,Successful,Throw-in,-,-,Low,Huib Alberts,15,Den Bosch O17,76,96,-,Rayaan Lakbibchi,8,74,73,-,-,-,-,-,-,-2,-23,23,-95.0,lateral
Pass,01:57:34:280,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,76,78,-,Huib Alberts,15,74,88,-,-,-,-,-,-,-2,10,10,101.3,lateral
Pass,01:57:35:190,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,74,87,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:57:36:730,Successful,Basic,-,-,High,Max,20,Helmond Sport O17,68,88,-,Rubens,8,61,71,-,-,-,-,-,-,-7,-17,18,-112.4,lateral
Pass,01:57:38:850,Successful,Basic,-,-,High,Rubens,8,Helmond Sport O17,56,71,-,Dean,19,19,85,-,-,-,-,-,-,-37,14,40,159.3,backward
Attacking Third Entry,01:57:42:440,-,-,-,-,-,Dean,19,Helmond Sport O17,19,87,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Pass,01:57:43:140,Unsuccessful,Basic,-,-,Medium,Dean,19,Helmond Sport O17,11,88,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:57:43:290,Successful,-,-,-,-,Mees van Aalst,4,Den Bosch O17,10,85,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Defensive Action,01:57:43:680,Unsuccessful,-,-,-,-,Dean,19,Helmond Sport O17,10,90,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Gk Distribution,01:58:04:950,Successful,-,-,-,-,Keano Verdouw,1,Den Bosch O17,5,51,-,Mees van Aalst,4,4,77,-,-,Kick,-,-,-,,,,,
Pass,01:58:08:030,Successful,Basic,-,-,Low,Mees van Aalst,4,Den Bosch O17,5,83,-,Huib Alberts,15,11,94,-,-,-,-,-,-,6,11,13,61.4,lateral
Pass,01:58:09:340,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,11,94,-,Arend Wijnalda,6,23,73,-,-,-,-,-,-,12,-21,24,-60.3,lateral
Pass,01:58:10:610,Successful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,23,74,-,Huib Alberts,15,30,90,-,-,-,-,-,-,7,16,17,66.4,lateral
Foul,01:58:12:890,-,-,-,-,-,Kaan,5,Helmond Sport O17,25,91,-,Huib Alberts,15,-,-,-,-,-,-,-,-,,,,,
Booking,01:58:19:770,-,-,-,-,-,Kaan,5,Helmond Sport O17,25,90,-,-,-,-,-,-,-,-,-,Yellow Card,-,,,,,
Freekick,01:58:29:970,Successful,Pass,-,-,-,Huib Alberts,15,Den Bosch O17,27,95,-,Louis Damen,9,63,73,-,-,-,-,-,-,,,,,
Pass,01:58:30:010,Successful,Basic,-,-,Low,Huib Alberts,15,Den Bosch O17,27,95,-,Louis Damen,9,63,73,-,-,-,-,-,-,36,-22,42,-31.4,forward
Duel,01:58:31:980,Won,Air,-,-,-,Louis Damen,9,Den Bosch O17,63,74,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:58:32:020,Lost,Air,-,-,-,Glenn,15,Helmond Sport O17,63,75,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:58:32:060,Unsuccessful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,63,75,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:58:42:410,Successful,Throw-in,-,-,Low,Kaan,5,Helmond Sport O17,58,95,-,Max,20,44,92,-,-,-,-,-,-,-14,-3,14,-167.9,backward
Pass,01:58:44:670,Successful,Basic,-,-,High,Max,20,Helmond Sport O17,46,94,-,Kaan,5,59,95,-,-,-,-,-,-,13,1,13,4.4,forward
Pass,01:58:45:960,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,60,90,-,Chevez,10,42,69,-,-,-,-,-,-,-18,-21,28,-130.6,lateral
Pass,01:58:47:430,Unsuccessful,Basic,-,-,High,Chevez,10,Helmond Sport O17,42,69,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:58:47:940,Unsuccessful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,44,72,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:58:49:240,Successful,-,-,-,-,Chevez,10,Helmond Sport O17,40,71,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Defensive Action,01:58:50:240,Successful,-,-,-,-,Arend Wijnalda,6,Den Bosch O17,38,70,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:58:54:760,Unsuccessful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,55,95,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:58:57:140,Successful,Basic,-,-,High,Glenn,15,Helmond Sport O17,68,85,-,Max,20,60,94,-,-,-,-,-,-,-8,9,12,131.6,lateral
Pass,01:59:00:380,Unsuccessful,Basic,-,-,High,Max,20,Helmond Sport O17,57,82,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:59:01:680,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,42,82,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:59:01:750,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,42,83,-,Oscar Li,17,53,91,-,-,-,-,-,-,11,8,14,36.0,forward
Pass,01:59:02:750,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,53,91,-,Arend Wijnalda,6,45,74,-,-,-,-,-,-,-8,-17,19,-115.2,lateral
Pass,01:59:06:140,Successful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,44,74,-,Keano Verdouw,1,18,67,-,-,-,-,-,-,-26,-7,27,-164.9,backward
Pass,01:59:11:740,Successful,Basic,-,-,Low,Keano Verdouw,1,Den Bosch O17,19,68,-,Seger van Geene,33,22,85,-,-,-,-,-,-,3,17,17,80.0,lateral
Pass,01:59:14:320,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,24,73,-,Keano Verdouw,1,9,57,-,-,-,-,-,-,-15,-16,22,-133.2,lateral
Pass,01:59:16:420,Successful,Basic,-,-,Low,Keano Verdouw,1,Den Bosch O17,9,56,-,Mees van Aalst,4,17,33,-,-,-,-,-,-,8,-23,24,-70.8,lateral
Pass,01:59:19:310,Unsuccessful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,18,30,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:59:22:000,Successful,-,-,-,-,Glenn,15,Helmond Sport O17,48,48,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:59:22:090,Successful,Basic,Key,-,High,Glenn,15,Helmond Sport O17,47,48,-,Dean,19,26,36,-,-,-,-,-,-,-21,-12,24,-150.3,backward
Attacking Third Entry,01:59:24:290,-,-,-,-,-,Dean,19,Helmond Sport O17,26,37,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Shots,01:59:24:330,On Target,In Game,-,No Goal,High,Dean,19,Helmond Sport O17,25,36,Right Foot,-,-,-,-,-,-,-,Bottom-left,-,-,,,,,
Gk Saves,01:59:26:370,-,Low Saves,-,-,-,Keano Verdouw,1,Den Bosch O17,7,49,-,-,-,-,-,-,-,-,-,-,-,,,,,
Gk Distribution,01:59:32:560,Successful,-,-,-,-,Keano Verdouw,1,Den Bosch O17,9,41,-,Mees van Aalst,4,14,26,-,-,Throw,-,-,-,,,,,
Pass,01:59:32:600,Successful,Basic,-,-,Low,Keano Verdouw,1,Den Bosch O17,9,40,-,Mees van Aalst,4,14,26,-,-,-,-,-,-,5,-14,15,-70.4,lateral
Pass,01:59:37:300,Unsuccessful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,26,11,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:59:38:680,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,44,5,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:59:42:020,Successful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,35,5,-,Dean,19,36,18,-,-,-,-,-,-,1,13,13,85.6,lateral
Defensive Action,01:59:44:740,Successful,-,-,-,-,Hamza Ouzebine,11,Den Bosch O17,35,18,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:59:44:780,Successful,Basic,-,-,High,Hamza Ouzebine,11,Den Bosch O17,35,18,-,Louis Damen,9,46,27,-,-,-,-,-,-,11,9,14,39.3,forward
Defensive Action,01:59:49:650,Unsuccessful,-,-,-,-,Glenn,15,Helmond Sport O17,43,29,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:59:54:300,Successful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,48,43,-,Oscar Li,17,59,64,-,-,-,-,-,-,11,21,24,62.4,lateral
Dribbles,01:59:59:050,Successful,-,-,-,-,Oscar Li,17,Den Bosch O17,59,69,-,-,-,60,67,-,-,-,-,-,-,1,-2,2,-63.4,lateral
Pass,02:00:01:790,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,55,66,-,Hamza Ouzebine,11,65,55,-,-,-,-,-,-,10,-11,15,-47.7,lateral
Pass,02:00:03:040,Successful,Basic,-,-,High,Hamza Ouzebine,11,Den Bosch O17,65,55,-,Arend Wijnalda,6,62,62,-,-,-,-,-,-,-3,7,8,113.2,lateral
Pass,02:00:04:300,Successful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,63,64,-,Huib Alberts,15,71,75,-,-,-,-,-,-,8,11,14,54.0,lateral
Attacking Third Entry,02:00:05:560,-,-,-,-,-,Huib Alberts,15,Den Bosch O17,70,75,-,-,-,-,-,-,Right,-,-,-,-,,,,,
Pass,02:00:06:840,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,76,75,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,02:00:08:000,Successful,-,-,-,-,Chevez,10,Helmond Sport O17,82,60,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,02:00:09:130,Unsuccessful,Basic,-,-,High,Glenn,15,Helmond Sport O17,82,67,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,02:00:12:060,Successful,-,-,-,-,Mees van Aalst,4,Den Bosch O17,46,49,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,02:00:12:100,Won,Air,-,-,-,Mees van Aalst,4,Den Bosch O17,45,48,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,02:00:12:140,Lost,Air,-,-,-,Dean,19,Helmond Sport O17,45,48,-,-,-,-,-,-,-,-,-,-,-,,,,,
