Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State,length_x,length_y,length_euclidean,angle_degrees,direction
Penalty Box Entries,01:42:56:040,-,-,-,-,-,Berk,18,Helmond Sport O17,10,76,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Pass,01:42:57:540,Unsuccessful,Basic,-,-,High,Berk,18,Helmond Sport O17,6,70,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:42:58:140,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,6,67,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Defensive Action,01:42:59:240,Unsuccessful,-,-,-,-,Seger van Geene,33,Den Bosch O17,3,62,-,-,-,-,-,Clearance,-,-,-,-,-,,,,,
Defensive Action,01:42:59:510,Successful,-,-,-,-,Berk,18,Helmond Sport O17,5,69,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Defensive Action,01:43:00:880,Successful,-,-,-,-,Hamza Ouzebine,11,Den Bosch O17,5,73,-,-,-,-,-,Clearance,-,-,-,-,-,,,,,
Pass,01:43:29:760,Successful,Throw-in,-,-,Low,Kaan,5,Helmond Sport O17,7,97,-,Dean,19,1,85,-,-,-,-,-,-,-6,-12,13,-116.6,lateral
Pass,01:43:30:820,Unsuccessful,Basic,-,-,High,Dean,19,Helmond Sport O17,2,86,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Gk Distribution,01:43:43:350,Successful,-,-,-,-,Keano Verdouw,1,Den Bosch O17,5,49,-,Seger van Geene,33,9,71,-,-,Kick,-,-,-,,,,,
Pass,01:43:43:390,Successful,Basic,-,-,Low,Keano Verdouw,1,Den Bosch O17,5,49,-,Seger van Geene,33,9,71,-,-,-,-,-,-,4,22,22,79.7,lateral
Pass,01:43:47:610,Unsuccessful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,19,83,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:43:49:700,Successful,-,-,-,-,Kaan,5,Helmond Sport O17,42,79,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:43:49:740,Won,Air,-,-,-,Kaan,5,Helmond Sport O17,41,78,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:43:49:780,Lost,Air,-,-,-,Oscar Li,17,Den Bosch O17,41,77,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:43:49:820,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,40,77,-,Chevez,10,27,77,-,-,-,-,-,-,-13,0,13,180.0,backward
Attacking Third Entry,01:43:52:080,-,-,-,-,-,Chevez,10,Helmond Sport O17,27,76,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Defensive Action,01:43:52:840,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,29,77,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:43:56:260,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,34,62,-,Oscar Li,17,39,80,-,-,-,-,-,-,5,18,19,74.5,lateral
Pass,01:43:56:950,Unsuccessful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,35,78,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:43:58:900,Unsuccessful,Basic,-,-,High,Glenn,15,Helmond Sport O17,54,75,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:43:59:470,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,45,78,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:44:01:440,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,55,85,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:44:02:310,Successful,-,-,-,-,Glenn,15,Helmond Sport O17,65,74,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:44:02:380,Successful,Basic,-,-,High,Glenn,15,Helmond Sport O17,66,74,-,Chevez,10,52,78,-,-,-,-,-,-,-14,4,15,164.1,backward
Pass,01:44:03:880,Successful,Basic,-,-,High,Chevez,10,Helmond Sport O17,53,80,-,Max,20,43,92,-,-,-,-,-,-,-10,12,16,129.8,lateral
Pass,01:44:08:620,Successful,Basic,-,-,High,Max,20,Helmond Sport O17,45,80,-,Berk,18,11,17,-,-,-,-,-,-,-34,-63,72,-118.4,lateral
Attacking Third Entry,01:44:13:570,-,-,-,-,-,Berk,18,Helmond Sport O17,11,17,-,-,-,-,-,-,Right,-,-,-,-,,,,,
Penalty Box Entries,01:44:14:910,-,-,-,-,-,Berk,18,Helmond Sport O17,11,22,-,-,-,-,-,-,Right,-,-,-,-,,,,,
Pass,01:44:17:630,Successful,Basic,-,-,High,Berk,18,Helmond Sport O17,12,34,-,Dean,19,11,39,-,-,-,-,-,-,-1,5,5,101.3,lateral
Pass,01:44:17:870,Successful,Basic,Key,-,High,Dean,19,Helmond Sport O17,10,38,-,Rubens,8,15,46,-,-,-,-,-,-,5,8,9,58.0,lateral
Shots,01:44:18:940,Blocked,In Game,-,No Goal,High,Rubens,8,Helmond Sport O17,15,46,Right Foot,-,-,-,-,-,-,-,Middle-center,-,-,,,,,
Defensive Action,01:44:19:070,Successful,-,-,-,-,Seger van Geene,33,Den Bosch O17,12,47,-,-,-,-,-,Blocks,-,-,-,-,-,,,,,
Dribbles,01:44:22:370,Unsuccessful,-,-,-,-,Oscar Li,17,Den Bosch O17,35,63,-,-,-,37,62,-,-,-,-,-,-,2,-1,2,-26.6,forward
Defensive Action,01:44:22:500,Successful,-,-,-,-,Kaan,5,Helmond Sport O17,38,63,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:44:22:540,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,38,62,-,Max,20,31,61,-,-,-,-,-,-,-7,-1,7,-171.9,backward
Attacking Third Entry,01:44:23:770,-,-,-,-,-,Max,20,Helmond Sport O17,31,60,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Pass,01:44:26:140,Unsuccessful,Basic,-,-,High,Max,20,Helmond Sport O17,28,62,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:44:27:490,Successful,-,-,-,-,Oscar Li,17,Den Bosch O17,24,72,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:44:27:640,Unsuccessful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,24,74,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:44:30:250,Successful,-,-,-,-,Hamza Ouzebine,11,Den Bosch O17,25,87,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Foul,01:44:34:230,-,-,-,-,-,Chevez,10,Helmond Sport O17,27,96,-,Hamza Ouzebine,11,-,-,-,-,-,-,-,-,,,,,
Freekick,01:44:44:140,Successful,Pass,-,-,-,Hamza Ouzebine,11,Den Bosch O17,27,95,-,Huib Alberts,15,29,78,-,-,-,-,-,-,,,,,
Pass,01:44:44:180,Successful,Basic,-,-,Low,Hamza Ouzebine,11,Den Bosch O17,27,95,-,Huib Alberts,15,29,78,-,-,-,-,-,-,2,-17,17,-83.3,lateral
Pass,01:44:45:490,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,33,76,-,Hamza Ouzebine,11,36,92,-,-,-,-,-,-,3,16,16,79.4,lateral
Defensive Action,01:44:46:910,Successful,-,-,-,-,Max,20,Helmond Sport O17,36,91,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:44:59:080,Successful,Throw-in,-,-,Low,Huib Alberts,15,Den Bosch O17,46,96,-,Louis Damen,9,63,84,-,-,-,-,-,-,17,-12,21,-35.2,forward
Pass,01:45:01:400,Successful,Basic,-,-,Medium,Louis Damen,9,Den Bosch O17,65,79,-,Hamza Ouzebine,11,61,66,-,-,-,-,-,-,-4,-13,14,-107.1,lateral
Pass,01:45:03:500,Successful,Basic,Key,-,High,Hamza Ouzebine,11,Den Bosch O17,63,68,-,Thijs Mendonca,22,77,29,-,-,-,-,-,-,14,-39,41,-70.3,lateral
Attacking Third Entry,01:45:06:010,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,77,30,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Penalty Box Entries,01:45:08:450,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,85,39,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Shots,01:45:08:490,Blocked,In Game,-,No Goal,High,Thijs Mendonca,22,Den Bosch O17,86,38,Right Foot,-,-,-,-,-,-,-,Bottom-left,-,-,,,,,
Defensive Action,01:45:08:600,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,89,39,-,-,-,-,-,Blocks,-,-,-,-,-,,,,,
Pass,01:45:13:460,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,72,45,-,Oscar Li,17,79,62,-,-,-,-,-,-,7,17,18,67.6,lateral
Pass,01:45:14:210,Unsuccessful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,78,62,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:45:16:470,Unsuccessful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,80,62,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Duel,01:45:17:850,Won,Air,-,-,-,Seger van Geene,33,Den Bosch O17,67,62,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:45:17:890,Lost,Air,-,-,-,Dean,19,Helmond Sport O17,67,62,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:45:19:560,Unsuccessful,Basic,-,-,High,Dean,19,Helmond Sport O17,64,58,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:45:21:080,Successful,Basic,-,-,High,Abdoul,2,Helmond Sport O17,73,40,-,Dean,19,53,46,-,-,-,-,-,-,-20,6,21,163.3,backward
Pass,01:45:22:120,Successful,Basic,-,-,High,Dean,19,Helmond Sport O17,54,46,-,Berk,18,54,40,-,-,-,-,-,-,0,-6,6,-90.0,lateral
Defensive Action,01:45:24:480,Successful,-,-,-,-,Seger van Geene,33,Den Bosch O17,48,39,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:45:25:850,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,42,34,-,Mees van Aalst,4,34,33,-,-,-,-,-,-,-8,-1,8,-172.9,backward
Pass,01:45:28:520,Successful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,34,32,-,Keano Verdouw,1,15,45,-,-,-,-,-,-,-19,13,23,145.6,backward
Pass,01:45:32:190,Unsuccessful,Basic,-,-,High,Keano Verdouw,1,Den Bosch O17,14,44,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:45:59:430,Unsuccessful,Throw-in,-,-,Low,Abdoul,2,Helmond Sport O17,40,2,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Foul,01:46:00:550,-,-,-,-,-,Mees van Aalst,4,Den Bosch O17,33,9,-,Dean,19,-,-,-,-,-,-,-,-,,,,,
Freekick,01:46:30:570,Unsuccessful,Pass,-,-,-,Berk,18,Helmond Sport O17,32,9,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:46:30:610,Unsuccessful,Cross,-,-,Low,Berk,18,Helmond Sport O17,32,9,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:46:32:790,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,13,51,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:46:32:830,Won,Air,-,-,-,Huib Alberts,15,Den Bosch O17,12,51,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:46:32:870,Lost,Air,-,-,-,Dean,19,Helmond Sport O17,12,49,-,-,-,-,-,-,-,-,-,-,-,,,,,
Shots,01:46:34:930,Off Target,In Game,-,No Goal,High,Glenn,15,Helmond Sport O17,8,48,Header,-,-,-,-,-,-,-,Top-right,-,-,,,,,
Gk Distribution,01:46:50:950,Successful,-,-,-,-,Keano Verdouw,1,Den Bosch O17,5,50,-,Huib Alberts,15,10,77,-,-,Kick,-,-,-,,,,,
Pass,01:46:53:730,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,10,82,-,Arend Wijnalda,6,20,93,-,-,-,-,-,-,10,11,15,47.7,lateral
Pass,01:46:56:210,Successful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,21,93,-,Oscar Li,17,28,85,-,-,-,-,-,-,7,-8,11,-48.8,lateral
Foul,01:46:57:300,-,-,-,-,-,Kaan,5,Helmond Sport O17,28,86,-,Oscar Li,17,-,-,-,-,-,-,-,-,,,,,
Freekick,01:47:15:010,Successful,Pass,-,-,-,Huib Alberts,15,Den Bosch O17,27,92,-,Thijs Mendonca,22,54,33,-,-,-,-,-,-,,,,,
Pass,01:47:15:050,Successful,Basic,-,-,Low,Huib Alberts,15,Den Bosch O17,27,93,-,Thijs Mendonca,22,54,33,-,-,-,-,-,-,27,-60,66,-65.8,lateral
Pass,01:47:18:720,Successful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,55,34,-,Mees van Aalst,4,47,24,-,-,-,-,-,-,-8,-10,13,-128.7,lateral
Attacking Third Entry,01:47:24:150,-,-,-,-,-,Mees van Aalst,4,Den Bosch O17,72,5,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Lost Possession,01:47:27:390,-,-,-,-,-,Mees van Aalst,4,Den Bosch O17,95,11,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:47:43:350,Successful,Basic,-,-,Low,Glenn,15,Helmond Sport O17,95,61,-,Nasim,23,96,49,-,-,-,-,-,-,1,-12,12,-85.2,lateral
Pass,01:47:47:620,Successful,Basic,-,-,High,Nasim,23,Helmond Sport O17,95,54,-,Rayen S.,6,79,67,-,-,-,-,-,-,-16,13,21,140.9,backward
Pass,01:47:48:910,Unsuccessful,Basic,-,-,High,Rayen S.,6,Helmond Sport O17,79,68,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:47:50:960,Successful,-,-,-,-,Oscar Li,17,Den Bosch O17,81,74,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Duel,01:47:51:000,Won,Air,-,-,-,Oscar Li,17,Den Bosch O17,80,74,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:47:51:040,Lost,Air,-,-,-,Kaan,5,Helmond Sport O17,80,72,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:47:51:080,Successful,Basic,-,-,High,Oscar Li,17,Den Bosch O17,80,72,-,Huib Alberts,15,72,82,-,-,-,-,-,-,-8,10,13,128.7,lateral
Lost Possession,01:47:52:450,-,-,-,-,-,Huib Alberts,15,Den Bosch O17,75,88,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:48:00:710,Successful,Throw-in,-,-,Low,Kaan,5,Helmond Sport O17,77,96,-,Chevez,10,73,75,-,-,-,-,-,-,-4,-21,21,-100.8,lateral
Pass,01:48:01:830,Unsuccessful,Basic,-,-,High,Chevez,10,Helmond Sport O17,74,83,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:48:03:120,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,72,87,-,Hamza Ouzebine,11,77,85,-,-,-,-,-,-,5,-2,5,-21.8,forward
Pass,01:48:04:540,Successful,Basic,-,-,High,Hamza Ouzebine,11,Den Bosch O17,75,88,-,Huib Alberts,15,73,75,-,-,-,-,-,-,-2,-13,13,-98.8,lateral
Pass,01:48:04:960,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,73,76,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:48:06:620,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,80,85,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:48:11:160,Successful,Basic,-,-,Low,Mees van Aalst,4,Den Bosch O17,38,60,-,Seger van Geene,33,36,83,-,-,-,-,-,-,-2,23,23,95.0,lateral
Pass,01:48:13:740,Successful,Basic,-,-,Medium,Seger van Geene,33,Den Bosch O17,35,84,-,Hamza Ouzebine,11,42,68,-,-,-,-,-,-,7,-16,17,-66.4,lateral
Pass,01:48:16:190,Successful,Basic,-,-,High,Hamza Ouzebine,11,Den Bosch O17,38,68,-,Seger van Geene,33,31,80,-,-,-,-,-,-,-7,12,14,120.3,lateral
Pass,01:48:18:170,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,28,77,-,Keano Verdouw,1,11,67,-,-,-,-,-,-,-17,-10,20,-149.5,backward
Pass,01:48:21:120,Successful,Basic,-,-,High,Keano Verdouw,1,Den Bosch O17,11,65,-,Louis Damen,9,46,58,-,-,-,-,-,-,35,-7,36,-11.3,forward
Pass,01:48:24:220,Successful,Basic,-,-,High,Louis Damen,9,Den Bosch O17,45,61,-,Arend Wijnalda,6,37,62,-,-,-,-,-,-,-8,1,8,172.9,backward
Pass,01:48:27:500,Successful,Basic,-,-,High,Arend Wijnalda,6,Den Bosch O17,40,69,-,Huib Alberts,15,72,53,-,-,-,-,-,-,32,-16,36,-26.6,forward
Duel,01:48:30:810,Won,Ground,-,-,-,Huib Alberts,15,Den Bosch O17,72,53,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:48:30:850,Lost,Ground,-,-,-,Glenn,15,Helmond Sport O17,72,53,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:48:30:890,Unsuccessful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,72,52,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:48:30:960,Successful,-,-,-,-,Nasim,23,Helmond Sport O17,73,53,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:48:33:760,Successful,Basic,-,-,High,Nasim,23,Helmond Sport O17,77,75,-,Max,20,65,87,-,-,-,-,-,-,-12,12,17,135.0,backward
Foul,01:48:39:600,-,-,-,-,-,Arend Wijnalda,6,Den Bosch O17,66,93,-,Max,20,-,-,-,-,-,-,-,-,,,,,
Freekick,01:48:58:230,Successful,Pass,-,-,-,Kaan,5,Helmond Sport O17,69,88,-,Glenn,15,80,88,-,-,-,-,-,-,,,,,
Pass,01:48:58:270,Successful,Basic,-,-,Low,Kaan,5,Helmond Sport O17,69,87,-,Glenn,15,80,88,-,-,-,-,-,-,11,1,11,5.2,forward
Pass,01:49:00:060,Successful,Basic,-,-,Medium,Glenn,15,Helmond Sport O17,79,88,-,Nasim,23,96,66,-,-,-,-,-,-,17,-22,28,-52.3,lateral
Pass,01:49:03:500,Unsuccessful,Basic,-,-,High,Nasim,23,Helmond Sport O17,94,58,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:49:06:780,Successful,Basic,Key,-,High,Arend Wijnalda,6,Den Bosch O17,71,26,-,Hamza Ouzebine,11,84,44,-,-,-,-,-,-,13,18,22,54.2,lateral
Penalty Box Entries,01:49:08:270,-,-,-,-,-,Hamza Ouzebine,11,Den Bosch O17,86,45,-,-,-,-,-,-,Center,-,-,-,-,,,,,
Shots,01:49:09:860,On Target,In Game,-,No Goal,High,Hamza Ouzebine,11,Den Bosch O17,91,42,Right Foot,-,-,-,-,-,-,-,Bottom-center,-,-,,,,,
Gk Saves,01:49:10:240,-,Low Saves,-,-,-,Nasim,23,Helmond Sport O17,95,48,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:49:12:450,Successful,Basic,Key,-,High,Rayaan Lakbibchi,8,Den Bosch O17,86,46,-,Louis Damen,9,90,30,-,-,-,-,-,-,4,-16,16,-76.0,lateral
Shots,01:49:14:830,On Target,In Game,-,No Goal,High,Louis Damen,9,Den Bosch O17,90,29,Left Foot,-,-,-,-,-,-,-,Top-left,-,-,,,,,
Gk Saves,01:49:15:350,-,High Saves,-,-,-,Nasim,23,Helmond Sport O17,98,45,-,-,-,-,-,-,-,-,-,-,-,,,,,
Defensive Action,01:49:16:660,Successful,-,-,-,-,Kaan,5,Helmond Sport O17,95,39,-,-,-,-,-,Clearance,-,-,-,-,-,,,,,
Attacking Third Entry,01:49:25:670,-,-,-,-,-,Seger van Geene,33,Den Bosch O17,72,21,-,-,-,-,-,-,Left,-,-,-,-,,,,,
Shots,01:49:27:710,On Target,In Game,-,No Goal,High,Seger van Geene,33,Den Bosch O17,81,28,Right Foot,-,-,-,-,-,-,-,Bottom-center,-,-,,,,,
Gk Saves,01:49:28:450,-,Low Saves,-,-,-,Nasim,23,Helmond Sport O17,97,49,-,-,-,-,-,-,-,-,-,-,-,,,,,
Gk Distribution,01:49:33:500,Successful,-,-,-,-,Nasim,23,Helmond Sport O17,85,49,-,Max,20,63,65,-,-,Kick,-,-,-,,,,,
Pass,01:49:33:540,Successful,Basic,-,-,Low,Nasim,23,Helmond Sport O17,85,49,-,Max,20,63,65,-,-,-,-,-,-,-22,16,27,144.0,backward
Pass,01:49:35:620,Unsuccessful,Basic,-,-,High,Max,20,Helmond Sport O17,64,65,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:49:36:610,Successful,-,-,-,-,Huib Alberts,15,Den Bosch O17,55,69,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:49:37:200,Successful,Basic,-,-,High,Huib Alberts,15,Den Bosch O17,57,69,-,Seger van Geene,33,55,62,-,-,-,-,-,-,-2,-7,7,-106.0,lateral
Pass,01:49:37:900,Unsuccessful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,55,64,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:49:38:840,Unsuccessful,Basic,-,-,High,Kaan,5,Helmond Sport O17,65,68,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:49:43:670,Successful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,30,52,-,Keano Verdouw,1,17,46,-,-,-,-,-,-,-13,-6,14,-155.2,backward
Pass,01:49:47:280,Successful,Basic,-,-,High,Keano Verdouw,1,Den Bosch O17,18,39,-,Mees van Aalst,4,25,23,-,-,-,-,-,-,7,-16,17,-66.4,lateral
Pass,01:49:51:160,Successful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,32,8,-,Rayaan Lakbibchi,8,46,4,-,-,-,-,-,-,14,-4,15,-16.0,forward
Pass,01:49:54:420,Unsuccessful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,65,15,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Dribbles,01:50:01:680,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,92,7,-,-,-,92,10,-,-,-,-,-,-,0,3,3,90.0,lateral
Foul,01:50:04:500,-,-,-,-,-,Thijs Mendonca,22,Den Bosch O17,79,4,-,Abdoul,2,-,-,-,-,-,-,-,-,,,,,
Substitute,01:50:14:240,-,Tactical,-,-,-,Jorg,3,Helmond Sport O17,46,93,-,Loek,17,-,-,-,-,-,-,-,-,,,,,
Freekick,01:50:34:660,Successful,Pass,-,-,-,Loek,17,Helmond Sport O17,79,11,-,Dean,19,40,28,-,-,-,-,-,-,,,,,
Pass,01:50:34:700,Successful,Basic,-,-,Low,Loek,17,Helmond Sport O17,78,11,-,Dean,19,40,28,-,-,-,-,-,-,-38,17,42,155.9,backward
Duel,01:50:37:550,Won,Air,-,-,-,Dean,19,Helmond Sport O17,39,28,-,-,-,-,-,-,-,-,-,-,-,,,,,
Duel,01:50:37:590,Lost,Air,-,-,-,Mees van Aalst,4,Den Bosch O17,39,29,-,-,-,-,-,-,-,-,-,-,-,,,,,
Pass,01:50:40:080,Unsuccessful,Basic,-,-,High,Dean,19,Helmond Sport O17,39,21,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:51:01:040,Successful,Throw-in,-,-,Low,Senn Talakua,2,Den Bosch O17,31,4,-,Louis Damen,9,43,4,-,-,-,-,-,-,12,0,12,0.0,forward
Defensive Action,01:51:04:280,Successful,-,-,-,-,Abdoul,2,Helmond Sport O17,41,12,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Foul,01:51:06:060,-,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,41,12,-,Abdoul,2,-,-,-,-,-,-,-,-,,,,,
Freekick,01:51:13:270,Successful,Pass,-,-,-,Loek,17,Helmond Sport O17,47,6,-,Glenn,15,59,35,-,-,-,-,-,-,,,,,
Pass,01:51:13:310,Successful,Basic,-,-,Low,Loek,17,Helmond Sport O17,47,5,-,Glenn,15,59,35,-,-,-,-,-,-,12,30,32,68.2,lateral
Pass,01:51:19:830,Successful,Basic,-,-,High,Glenn,15,Helmond Sport O17,47,57,-,Dean,19,31,51,-,-,-,-,-,-,-16,-6,17,-159.4,backward
Pass,01:51:24:200,Successful,Basic,-,-,Medium,Dean,19,Helmond Sport O17,44,73,-,Kaan,5,30,95,-,-,-,-,-,-,-14,22,26,122.5,lateral
Pass,01:51:27:550,Successful,Basic,-,-,High,Kaan,5,Helmond Sport O17,31,86,-,Max,20,29,71,-,-,-,-,-,-,-2,-15,15,-97.6,lateral
Defensive Action,01:51:29:440,Successful,-,-,-,-,Seger van Geene,33,Den Bosch O17,27,71,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:51:31:290,Successful,Basic,-,-,High,Rayaan Lakbibchi,8,Den Bosch O17,19,65,-,Keano Verdouw,1,5,53,-,-,-,-,-,-,-14,-12,18,-139.4,backward
Pass,01:51:35:960,Unsuccessful,Basic,-,-,Medium,Keano Verdouw,1,Den Bosch O17,4,48,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Pass,01:51:38:530,Successful,Basic,-,-,Medium,Loek,17,Helmond Sport O17,36,37,-,Max,20,25,37,-,-,-,-,-,-,-11,0,11,180.0,backward
Defensive Action,01:51:44:200,Successful,-,-,-,-,Rayaan Lakbibchi,8,Den Bosch O17,25,32,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Defensive Action,01:51:45:570,Successful,-,-,-,-,Berk,18,Helmond Sport O17,26,31,-,-,-,-,-,Tackle,-,-,-,-,-,,,,,
Pass,01:51:45:640,Unsuccessful,Basic,-,-,High,Berk,18,Helmond Sport O17,26,31,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:51:46:600,Successful,-,-,-,-,Seger van Geene,33,Den Bosch O17,24,34,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
Pass,01:51:46:730,Successful,Basic,-,-,High,Seger van Geene,33,Den Bosch O17,22,37,-,Mees van Aalst,4,13,35,-,-,-,-,-,-,-9,-2,9,-167.5,backward
Pass,01:51:48:320,Successful,Basic,-,-,High,Mees van Aalst,4,Den Bosch O17,13,34,-,Thijs Mendonca,22,38,6,-,-,-,-,-,-,25,-28,38,-48.2,lateral
Pass,01:51:51:820,Unsuccessful,Basic,-,-,High,Thijs Mendonca,22,Den Bosch O17,38,6,-,-,-,-,-,-,-,-,-,-,-,-100,-100,-100,-100.0,-
Defensive Action,01:51:53:940,Successful,-,-,-,-,Loek,17,Helmond Sport O17,45,6,-,-,-,-,-,Interception,-,-,-,-,-,,,,,
