Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State
Pass,01:10:14:440,Unsuccessful,Basic,Regular,-,High,Noach Shenkman,6,AFC O19,39,51,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:10:16:130,Successful,-,-,-,-,Raff,3,FC Emmen O19,53,56,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:10:16:290,Successful,Basic,Regular,-,High,Raff,3,FC Emmen O19,52,56,-,Yvarion,11,33,63,-,-,-,-,-,-
Attacking Third Entry,01:10:19:300,-,-,-,-,-,Yvarion,11,FC Emmen O19,32,65,-,-,-,-,-,-,Left,-,-,-,-
Defensive Action,01:10:19:500,Successful,-,-,-,-,Noach Shenkman,6,AFC O19,34,67,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:10:19:880,Successful,Basic,Regular,-,High,Noach Shenkman,6,AFC O19,33,69,-,Pharell Dankwa,2,30,74,-,-,-,-,-,-
Foul,01:10:21:760,-,-,-,-,-,Yvarion,11,FC Emmen O19,30,84,-,Pharell Dankwa,2,-,-,-,-,-,-,-,-
Freekick,01:10:38:240,Successful,Pass,-,-,-,Pharell Dankwa,2,AFC O19,28,86,-,Prio Hamid,3,13,87,-,-,-,-,-,-
Pass,01:10:40:960,Successful,Basic,Regular,-,Low,Prio Hamid,3,AFC O19,13,86,-,Dax Keller,4,17,38,-,-,-,-,-,-
Pass,01:10:45:730,Successful,Basic,Regular,-,Medium,Dax Keller,4,AFC O19,25,30,-,Milan Engelander,10,45,24,-,-,-,-,-,-
Pass,01:10:53:180,Unsuccessful,Through Ball,Regular,-,High,Milan Engelander,10,AFC O19,68,33,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,01:11:06:210,Successful,-,-,-,-,Raff,3,FC Emmen O19,95,61,-,Kevin,1,95,52,-,-,Kick,-,-,-
Pass,01:11:12:050,Unsuccessful,Basic,Regular,-,Medium,Kevin,1,FC Emmen O19,93,49,-,-,-,-,-,-,-,-,-,-,-
Duel,01:11:15:680,Won,Air,-,-,-,Dax Keller,4,AFC O19,41,30,-,-,-,-,-,-,-,-,-,-,-
Duel,01:11:15:680,Lost,Air,-,-,-,Remiyan,9,FC Emmen O19,41,30,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:11:15:720,Successful,-,-,-,-,Dax Keller,4,AFC O19,40,30,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:11:15:760,Unsuccessful,Basic,Regular,-,High,Dax Keller,4,AFC O19,40,30,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:11:17:500,Successful,-,-,-,-,Ilias,2,FC Emmen O19,56,15,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:11:20:410,Successful,Basic,Regular,-,Medium,Ilias,2,FC Emmen O19,48,11,-,David,4,66,13,-,-,-,-,-,-
Pass,01:11:22:660,Successful,Basic,Regular,-,Medium,David,4,FC Emmen O19,64,15,-,Rinse,16,56,21,-,-,-,-,-,-
Pass,01:11:24:940,Successful,Basic,Regular,-,Medium,Rinse,16,FC Emmen O19,60,30,-,Raff,3,68,57,-,-,-,-,-,-
Pass,01:11:28:010,Successful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,63,63,-,Enzo,5,35,93,-,-,-,-,-,-
Pass,01:11:33:350,Successful,Basic,Regular,-,High,Enzo,5,FC Emmen O19,33,87,-,Huub,8,38,85,-,-,-,-,-,-
Pass,01:11:35:780,Successful,Basic,Regular,-,High,Huub,8,FC Emmen O19,44,84,-,Raff,3,59,81,-,-,-,-,-,-
Pass,01:11:38:320,Successful,Basic,Regular,-,High,Raff,3,FC Emmen O19,54,81,-,Rinse,16,48,65,-,-,-,-,-,-
Pass,01:11:40:240,Successful,Basic,Regular,-,Medium,Rinse,16,FC Emmen O19,48,67,-,Huub,8,54,67,-,-,-,-,-,-
Pass,01:11:41:500,Successful,Basic,Regular,-,High,Huub,8,FC Emmen O19,57,64,-,David,4,63,38,-,-,-,-,-,-
Pass,01:11:44:590,Successful,Basic,Regular,-,Medium,David,4,FC Emmen O19,60,39,-,D' Angelo,12,41,31,-,-,-,-,-,-
Lost Possession,01:11:48:110,-,-,-,-,-,D' Angelo,12,FC Emmen O19,44,14,-,-,-,-,-,-,-,-,-,-,-
Pass,01:11:58:980,Unsuccessful,Throw-in,Regular,-,Low,Diaz Baars,5,AFC O19,64,3,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:12:00:770,Successful,-,-,-,-,David,4,FC Emmen O19,79,8,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:12:00:910,Successful,Basic,Regular,-,Medium,David,4,FC Emmen O19,78,10,-,Huub,8,78,26,-,-,-,-,-,-
Duel,01:12:02:930,Won,Ground,-,-,-,Huub,8,FC Emmen O19,80,25,-,-,-,-,-,-,-,-,-,-,-
Duel,01:12:02:930,Lost,Ground,-,-,-,Jahmani Braham,17,AFC O19,80,25,-,-,-,-,-,-,-,-,-,-,-
Foul,01:12:04:730,-,-,-,-,-,Jahmani Braham,17,AFC O19,83,28,-,Huub,8,-,-,-,-,-,-,-,-
Freekick,01:12:10:630,Successful,Pass,-,-,-,David,4,FC Emmen O19,89,29,-,Kevin,1,93,42,-,-,-,-,-,-
Pass,01:12:15:340,Successful,Basic,Regular,-,Medium,Kevin,1,FC Emmen O19,93,44,-,Raff,3,90,61,-,-,-,-,-,-
Pass,01:12:19:730,Successful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,81,70,-,D' Angelo,12,52,11,-,-,-,-,-,-
Foul,01:12:27:690,-,-,-,-,-,Rody Schouren,19,AFC O19,42,11,-,D' Angelo,12,-,-,-,-,-,-,-,-
Freekick,01:12:54:480,Successful,Pass,-,-,-,Huub,8,FC Emmen O19,38,15,-,Remiyan,9,17,64,-,-,-,-,-,-
Attacking Third Entry,01:12:56:930,-,-,-,-,-,Remiyan,9,FC Emmen O19,17,66,-,-,-,-,-,-,Center,-,-,-,-
Pass,01:12:57:000,Unsuccessful,Basic,Regular,-,High,Remiyan,9,FC Emmen O19,18,66,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:12:58:200,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,18,48,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:12:58:320,Unsuccessful,Basic,Regular,-,High,Nicolai de Kort,15,AFC O19,18,48,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:13:00:390,Successful,-,-,-,-,Huub,8,FC Emmen O19,25,25,-,-,-,-,-,Interception,-,-,-,-,-
Shots,01:13:03:230,On Target,In Game,-,No Goal,High,Huub,8,FC Emmen O19,18,30,Left Foot,-,-,-,-,-,-,-,Bottom-right,-,-
Gk Saves,01:13:04:440,-,Low Saves,-,-,-,Storm Huijsman,20,AFC O19,3,46,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,01:13:25:210,Unsuccessful,-,-,-,-,Storm Huijsman,20,AFC O19,8,64,-,-,-,-,-,-,-,Kick,-,-,-
Pass,01:13:31:050,Successful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,82,62,-,Kevin,1,90,40,-,-,-,-,-,-
Pass,01:13:34:930,Successful,Basic,Regular,-,High,Kevin,1,FC Emmen O19,90,29,-,Rinse,16,74,29,-,-,-,-,-,-
Pass,01:13:37:410,Successful,Basic,Regular,-,Medium,Rinse,16,FC Emmen O19,76,36,-,Huub,8,80,58,-,-,-,-,-,-
Pass,01:13:41:000,Successful,Basic,Regular,-,High,Huub,8,FC Emmen O19,73,70,-,Enzo,5,72,92,-,-,-,-,-,-
Pass,01:13:43:370,Successful,Basic,Regular,-,Medium,Enzo,5,FC Emmen O19,66,90,-,Amine,6,57,71,-,-,-,-,-,-
Pass,01:13:45:510,Successful,Basic,Regular,-,High,Amine,6,FC Emmen O19,55,67,-,Rinse,16,46,54,-,-,-,-,-,-
Pass,01:13:48:200,Unsuccessful,Basic,Regular,-,High,Rinse,16,FC Emmen O19,37,56,-,-,-,-,-,-,-,-,-,-,-
Pass,01:14:10:980,Unsuccessful,Throw-in,Regular,-,Low,Prio Hamid,3,AFC O19,11,96,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:14:12:460,Successful,-,-,-,-,Huub,8,FC Emmen O19,29,93,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:14:12:630,Unsuccessful,Basic,Regular,-,High,Huub,8,FC Emmen O19,27,92,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:14:13:150,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,25,84,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:14:13:320,Successful,Basic,Regular,-,High,Nicolai de Kort,15,AFC O19,26,84,-,Noach Shenkman,6,29,86,-,-,-,-,-,-
Defensive Action,01:14:14:040,Unsuccessful,-,-,-,-,Amine,6,FC Emmen O19,28,87,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:14:24:540,Unsuccessful,Throw-in,Regular,-,Low,Prio Hamid,3,AFC O19,33,97,-,-,-,-,-,-,-,-,-,-,-
Pass,01:14:58:650,Unsuccessful,Basic,Regular,-,High,Yvarion,11,FC Emmen O19,33,96,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:14:58:760,Unsuccessful,-,-,-,-,Noach Shenkman,6,AFC O19,32,94,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:15:12:810,Successful,Throw-in,Regular,-,Low,Enzo,5,FC Emmen O19,30,96,-,Amine,6,27,83,-,-,-,-,-,-
Attacking Third Entry,01:15:14:200,-,-,-,-,-,Amine,6,FC Emmen O19,26,82,-,-,-,-,-,-,Left,-,-,-,-
Foul,01:15:15:220,-,-,-,-,-,Noach Shenkman,6,AFC O19,28,83,-,Amine,6,-,-,-,-,-,-,-,-
Freekick,01:15:37:960,Unsuccessful,Pass,-,-,-,Amine,6,FC Emmen O19,27,81,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:15:39:200,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,12,53,-,-,-,-,-,Clearance,-,-,-,-,-
Defensive Action,01:15:42:490,Successful,-,-,-,-,Huub,8,FC Emmen O19,29,58,-,-,-,-,-,Tackle,-,-,-,-,-
Foul,01:15:45:570,-,-,-,-,-,Noach Shenkman,6,AFC O19,23,67,-,Amine,6,-,-,-,-,-,-,-,-
Freekick,01:16:16:080,On Target,Shot,-,-,-,Huub,8,FC Emmen O19,24,66,-,-,-,-,-,-,-,-,-,-,-
Gk Saves,01:16:17:240,-,High Saves,-,-,-,Storm Huijsman,20,AFC O19,3,49,-,-,-,-,-,-,-,-,-,-,-
Substitute,01:16:54:720,-,Tactical,-,-,-,Pharell Dankwa,2,AFC O19,48,96,-,Tristan Harrevelt,14,-,-,-,-,-,-,-,-
Substitute,01:16:55:450,-,Tactical,-,-,-,Mohamed el Khallare,7,AFC O19,47,96,-,Tarik Serdar,11,-,-,-,-,-,-,-,-
Corners,01:17:12:090,Unsuccessful,Cross,-,-,-,Amine,6,FC Emmen O19,2,3,-,-,-,-,-,-,Left Corner,-,-,-,-
Pass,01:17:21:340,Successful,Basic,Regular,-,Low,Tristan Harrevelt,14,AFC O19,14,83,-,Milan Engelander,10,32,89,-,-,-,-,-,-
Defensive Action,01:17:25:980,Unsuccessful,-,-,-,-,Enzo,5,FC Emmen O19,53,89,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:17:38:100,Successful,Throw-in,Regular,-,Low,Tristan Harrevelt,14,AFC O19,75,95,-,Noach Shenkman,6,76,81,-,-,-,-,-,-
Pass,01:17:45:950,Unsuccessful,Cross,Regular,-,High,Noach Shenkman,6,AFC O19,92,85,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:17:47:420,Successful,-,-,-,-,Ilias,2,FC Emmen O19,86,51,-,-,-,-,-,Clearance,-,-,-,-,-
Pass,01:17:52:820,Successful,Basic,Regular,-,High,Ilias,2,FC Emmen O19,75,33,-,David,4,83,32,-,-,-,-,-,-
Pass,01:17:54:550,Successful,Basic,Regular,-,Medium,David,4,FC Emmen O19,84,35,-,Kevin,1,93,45,-,-,-,-,-,-
Pass,01:17:56:030,Successful,Basic,Regular,-,Medium,Kevin,1,FC Emmen O19,92,42,-,Ilias,2,73,18,-,-,-,-,-,-
Lost Possession,01:17:59:070,-,-,-,-,-,Ilias,2,FC Emmen O19,72,15,-,-,-,-,-,-,-,-,-,-,-
Freekick,01:18:23:170,Unsuccessful,Pass,-,-,-,Tarik Serdar,11,AFC O19,72,16,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:18:24:970,Successful,-,-,-,-,Kevin,1,FC Emmen O19,92,47,-,-,-,-,-,Interception,-,-,-,-,-
Foul,01:18:25:150,-,-,-,-,-,Dax Keller,4,AFC O19,92,47,-,Kevin,1,-,-,-,-,-,-,-,-
Booking,01:18:48:260,-,-,-,-,-,Kevin,1,FC Emmen O19,89,37,-,-,-,-,-,-,-,-,-,Yellow Card,-
Freekick,01:19:10:880,Unsuccessful,Pass,-,-,-,Kevin,1,FC Emmen O19,89,35,-,-,-,-,-,-,-,-,-,-,-
Duel,01:19:14:470,Won,Air,-,-,-,Diaz Baars,5,AFC O19,40,25,-,-,-,-,-,-,-,-,-,-,-
Duel,01:19:14:470,Lost,Air,-,-,-,Remiyan,9,FC Emmen O19,40,26,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:19:14:470,Successful,-,-,-,-,Diaz Baars,5,AFC O19,40,26,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:19:14:580,Unsuccessful,Basic,Regular,-,High,Diaz Baars,5,AFC O19,40,26,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:19:15:750,Successful,-,-,-,-,Ilias,2,FC Emmen O19,43,11,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:19:16:760,Successful,Basic,Regular,-,High,Ilias,2,FC Emmen O19,41,18,-,Remiyan,9,41,29,-,-,-,-,-,-
Pass,01:19:22:400,Successful,Basic,Regular,-,High,Remiyan,9,FC Emmen O19,43,31,-,Rinse,16,48,26,-,-,-,-,-,-
Pass,01:19:24:110,Successful,Basic,Regular,-,High,Rinse,16,FC Emmen O19,46,19,-,Ilias,2,34,19,-,-,-,-,-,-
Pass,01:19:25:220,Successful,Basic,Regular,-,Medium,Ilias,2,FC Emmen O19,36,23,-,Remiyan,9,40,33,-,-,-,-,-,-
Pass,01:19:26:730,Successful,Basic,Regular,-,High,Remiyan,9,FC Emmen O19,34,29,-,Yvarion,11,2,7,-,-,-,-,-,-
Attacking Third Entry,01:19:31:330,-,-,-,-,-,Yvarion,11,FC Emmen O19,2,7,-,-,-,-,-,-,Right,-,-,-,-
Pass,01:19:32:990,Successful,Basic,Regular,-,High,Yvarion,11,FC Emmen O19,2,8,-,Ilias,2,8,7,-,-,-,-,-,-
Pass,01:19:36:120,Unsuccessful,Basic,Regular,-,Medium,Ilias,2,FC Emmen O19,10,10,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:19:36:500,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,11,18,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:19:36:630,Unsuccessful,Basic,Regular,-,Medium,Nicolai de Kort,15,AFC O19,11,18,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:19:38:910,Successful,-,-,-,-,Huub,8,FC Emmen O19,38,27,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:19:39:020,Successful,Basic,Regular,-,Medium,Huub,8,FC Emmen O19,39,29,-,David,4,47,30,-,-,-,-,-,-
Pass,01:19:40:550,Successful,Basic,Regular,-,Medium,David,4,FC Emmen O19,47,32,-,Raff,3,48,56,-,-,-,-,-,-
Pass,01:19:44:260,Successful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,47,59,-,David,4,52,41,-,-,-,-,-,-
Pass,01:19:46:610,Unsuccessful,Basic,Regular,-,Medium,David,4,FC Emmen O19,53,39,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:19:47:820,Successful,-,-,-,-,Noach Shenkman,6,AFC O19,34,44,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:19:50:540,Unsuccessful,Through Ball,Regular,-,Medium,Noach Shenkman,6,AFC O19,47,39,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:19:53:440,Successful,-,-,-,-,Kevin,1,FC Emmen O19,83,33,-,-,-,-,-,Interception,-,-,-,-,-
Gk Distribution,01:20:26:720,Successful,-,-,-,-,Raff,3,FC Emmen O19,86,49,-,Yvarion,11,16,94,-,-,Kick,-,-,-
Attacking Third Entry,01:20:32:400,-,-,-,-,-,Yvarion,11,FC Emmen O19,16,94,-,-,-,-,-,-,Left,-,-,-,-
Defensive Action,01:20:33:140,Unsuccessful,-,-,-,-,Tristan Harrevelt,14,AFC O19,12,94,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:20:44:480,Successful,Throw-in,Regular,-,Low,Enzo,5,FC Emmen O19,18,95,-,Yvarion,11,10,91,-,-,-,-,-,-
Pass,01:20:45:240,Successful,Basic,Regular,-,High,Yvarion,11,FC Emmen O19,11,91,-,Enzo,5,17,93,-,-,-,-,-,-
Defensive Action,01:20:47:200,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,13,88,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:20:50:220,Successful,Basic,Regular,-,High,Prio Hamid,3,AFC O19,4,88,-,Milan Engelander,10,24,92,-,-,-,-,-,-
Pass,01:20:53:030,Unsuccessful,Basic,Regular,-,High,Milan Engelander,10,AFC O19,26,87,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:20:54:310,Successful,-,-,-,-,Rinse,16,FC Emmen O19,29,80,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:20:54:430,Unsuccessful,Cross,Regular,-,High,Rinse,16,FC Emmen O19,29,83,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:20:58:640,Successful,-,-,-,-,Storm Huijsman,20,AFC O19,6,56,-,-,-,-,-,Interception,-,-,-,-,-
Gk Distribution,01:20:59:510,Successful,-,-,-,-,Storm Huijsman,20,AFC O19,9,56,-,Dax Keller,4,17,45,-,-,Throw,-,-,-
Pass,01:21:03:140,Unsuccessful,Basic,Regular,-,High,Dax Keller,4,AFC O19,20,37,-,-,-,-,-,-,-,-,-,-,-
Pass,01:21:57:640,Successful,Basic,Regular,-,Medium,Amine,6,FC Emmen O19,59,57,-,D' Angelo,12,44,25,-,-,-,-,-,-
Pass,01:22:01:420,Successful,Basic,Regular,-,High,D' Angelo,12,FC Emmen O19,33,28,-,Remiyan,9,22,23,-,-,-,-,-,-
Attacking Third Entry,01:22:03:190,-,-,-,-,-,Remiyan,9,FC Emmen O19,22,23,-,-,-,-,-,-,Center,-,-,-,-
Dribbles,01:22:06:150,Unsuccessful,-,-,-,-,Remiyan,9,FC Emmen O19,11,13,-,-,-,9,14,-,-,-,-,-,-
Defensive Action,01:22:06:290,Successful,-,-,-,-,Rody Schouren,19,AFC O19,11,16,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:22:08:250,Unsuccessful,Basic,Regular,-,Medium,Rody Schouren,19,AFC O19,24,5,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:22:14:460,Successful,-,-,-,-,Kevin,1,FC Emmen O19,83,61,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:22:14:490,Successful,Basic,Regular,-,High,Kevin,1,FC Emmen O19,82,63,-,Enzo,5,67,82,-,-,-,-,-,-
Lost Possession,01:22:17:900,-,-,-,-,-,Enzo,5,FC Emmen O19,66,85,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:22:21:720,Unsuccessful,-,-,-,-,Enzo,5,FC Emmen O19,53,92,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:22:25:190,Successful,Basic,Regular,-,Low,Prio Hamid,3,AFC O19,29,80,-,Dax Keller,4,30,55,-,-,-,-,-,-
Pass,01:22:26:760,Successful,Basic,Regular,-,Medium,Dax Keller,4,AFC O19,30,59,-,Prio Hamid,3,28,83,-,-,-,-,-,-
Pass,01:22:27:950,Successful,Basic,Regular,-,Medium,Prio Hamid,3,AFC O19,29,81,-,Storm Huijsman,20,7,57,-,-,-,-,-,-
Pass,01:22:30:990,Unsuccessful,Basic,Regular,-,Medium,Storm Huijsman,20,AFC O19,7,60,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:22:33:530,Successful,-,-,-,-,Enzo,5,FC Emmen O19,36,88,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:22:36:210,Unsuccessful,Basic,Regular,-,High,Enzo,5,FC Emmen O19,31,94,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:22:39:330,Successful,-,-,-,-,Dax Keller,4,AFC O19,20,73,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:22:40:430,Unsuccessful,Basic,Regular,-,High,Dax Keller,4,AFC O19,24,81,-,-,-,-,-,-,-,-,-,-,-
Duel,01:22:42:200,Won,Air,-,-,-,David,4,FC Emmen O19,56,71,-,-,-,-,-,-,-,-,-,-,-
Duel,01:22:42:200,Lost,Air,-,-,-,Jahmani Braham,17,AFC O19,55,71,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:22:42:200,Successful,-,-,-,-,David,4,FC Emmen O19,55,71,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:22:42:380,Unsuccessful,Basic,Regular,-,High,David,4,FC Emmen O19,55,70,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:22:47:450,Successful,-,-,-,-,Jahmani Braham,17,AFC O19,91,90,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:22:52:060,Successful,Basic,Regular,-,High,Jahmani Braham,17,AFC O19,90,88,-,Tarik Serdar,11,84,86,-,-,-,-,-,-
Pass,01:22:58:450,Successful,Basic,Regular,-,High,Tarik Serdar,11,AFC O19,80,65,-,Rody Schouren,19,78,18,-,-,-,-,-,-
Pass,01:23:08:580,Successful,Basic,Regular,-,High,Rody Schouren,19,AFC O19,74,17,-,Noach Shenkman,6,76,6,-,-,-,-,-,-
Pass,01:23:11:580,Successful,Basic,Regular,-,High,Noach Shenkman,6,AFC O19,81,11,-,Tarik Serdar,11,90,18,-,-,-,-,-,-
Pass,01:23:15:530,Unsuccessful,Cross,Regular,-,High,Tarik Serdar,11,AFC O19,83,24,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,01:23:41:800,Successful,-,-,-,-,Raff,3,FC Emmen O19,94,61,-,Kevin,1,95,55,-,-,Kick,-,-,-
Pass,01:23:49:300,Unsuccessful,Basic,Regular,-,Medium,Kevin,1,FC Emmen O19,90,43,-,-,-,-,-,-,-,-,-,-,-
Gk Distribution,01:24:01:970,Successful,-,-,-,-,Storm Huijsman,20,AFC O19,11,56,-,Prio Hamid,3,18,75,-,-,Throw,-,-,-
Pass,01:24:06:000,Successful,Basic,Regular,-,High,Prio Hamid,3,AFC O19,18,72,-,Storm Huijsman,20,3,67,-,-,-,-,-,-
Pass,01:24:07:590,Unsuccessful,Basic,Regular,-,Medium,Storm Huijsman,20,AFC O19,4,69,-,-,-,-,-,-,-,-,-,-,-
Duel,01:24:11:440,Won,Air,-,-,-,Raff,3,FC Emmen O19,60,58,-,-,-,-,-,-,-,-,-,-,-
Duel,01:24:11:440,Lost,Air,-,-,-,Jahmani Braham,17,AFC O19,60,59,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:24:11:520,Successful,-,-,-,-,Raff,3,FC Emmen O19,60,60,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:24:11:590,Successful,Basic,Regular,-,High,Raff,3,FC Emmen O19,60,60,-,Rinse,16,48,60,-,-,-,-,-,-
Pass,01:24:14:090,Successful,Basic,Regular,-,High,Rinse,16,FC Emmen O19,48,70,-,Enzo,5,53,76,-,-,-,-,-,-
Pass,01:24:18:920,Successful,Basic,Regular,-,High,Enzo,5,FC Emmen O19,50,66,-,Amine,6,44,63,-,-,-,-,-,-
Pass,01:24:20:710,Successful,Basic,Regular,-,High,Amine,6,FC Emmen O19,40,66,-,Rinse,16,38,84,-,-,-,-,-,-
Pass,01:24:22:960,Successful,Basic,Regular,-,Medium,Rinse,16,FC Emmen O19,33,86,-,Yvarion,11,28,94,-,-,-,-,-,-
Attacking Third Entry,01:24:23:850,-,-,-,-,-,Yvarion,11,FC Emmen O19,27,94,-,-,-,-,-,-,Left,-,-,-,-
Pass,01:24:28:350,Successful,Basic,Regular,-,Medium,Yvarion,11,FC Emmen O19,33,84,-,Raff,3,53,72,-,-,-,-,-,-
Pass,01:24:30:810,Successful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,53,70,-,David,4,56,37,-,-,-,-,-,-
Pass,01:24:34:960,Successful,Basic,Regular,-,Medium,David,4,FC Emmen O19,54,31,-,D' Angelo,12,36,21,-,-,-,-,-,-
Attacking Third Entry,01:24:38:410,-,-,-,-,-,D' Angelo,12,FC Emmen O19,28,27,-,-,-,-,-,-,Center,-,-,-,-
Defensive Action,01:24:39:320,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,24,31,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,01:24:42:280,Unsuccessful,Basic,Regular,-,High,Nicolai de Kort,15,AFC O19,37,27,-,-,-,-,-,-,-,-,-,-,-
Pass,01:24:53:450,Successful,Basic,Regular,-,Low,Kevin,1,FC Emmen O19,89,41,-,Raff,3,81,63,-,-,-,-,-,-
Pass,01:24:57:740,Successful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,77,63,-,Huub,8,69,52,-,-,-,-,-,-
Pass,01:24:58:810,Successful,Basic,Regular,-,Medium,Huub,8,FC Emmen O19,70,54,-,Raff,3,78,64,-,-,-,-,-,-
Pass,01:24:59:910,Unsuccessful,Basic,Regular,-,Medium,Raff,3,FC Emmen O19,76,66,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,01:25:00:670,Successful,-,-,-,-,Milan Engelander,10,AFC O19,64,71,-,-,-,-,-,Interception,-,-,-,-,-
Pass,01:25:02:520,Successful,Basic,Regular,-,Medium,Milan Engelander,10,AFC O19,72,73,-,Jahmani Braham,17,80,62,-,-,-,-,-,-
