Event,Timestamp,Result,Type,Pass Outcome,Shot outcome,Pressure,Player Name,Shirt Number,Team Name,Start Position X,Start Position Y,Foot used,Receiver Name,Receiver Shirt Number,End Position X,End Position Y,Defensive Action,Side,Distribution,Goal Location,Booking,Game_State
Defensive Action,00:10:40:310,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,86,54,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:10:41:270,Successful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,87,55,-,Dax Keller,4,81,54,-,-,-,-,-,-
Pass,00:10:43:280,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,78,53,-,-,-,-,-,-,-,-,-,-,-
Pass,00:10:54:850,Successful,Throw-in,-,-,Low,Enzo,5,FC Emmen O19,21,4,-,Raff,3,14,24,-,-,-,-,-,-
Pass,00:10:58:310,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,15,25,-,David,4,17,52,-,-,-,-,-,-
Pass,00:11:01:450,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,18,58,-,Emmanuel,15,22,43,-,-,-,-,-,-
Pass,00:11:03:150,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,22,34,-,Raff,3,16,29,-,-,-,-,-,-
Pass,00:11:05:980,Successful,Basic,-,-,High,Raff,3,FC Emmen O19,17,26,-,Enzo,5,21,7,-,-,-,-,-,-
Pass,00:11:08:080,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,21,7,-,-,-,-,-,-,-,-,-,-,-
Pass,00:11:12:780,Successful,Basic,-,-,Medium,Pharell Dankwa,2,AFC O19,65,4,-,Storm Huijsman,20,89,31,-,-,-,-,-,-
Pass,00:11:26:050,Successful,Basic,-,-,High,Storm Huijsman,20,AFC O19,83,27,-,Mohamed el Khallare,7,23,14,-,-,-,-,-,-
Attacking Third Entry,00:11:26:090,-,-,-,-,-,Storm Huijsman,20,AFC O19,82,26,-,-,-,-,-,-,Right,-,-,-,-
Penalty Box Entries,00:11:32:850,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,10,21,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:11:34:170,Unsuccessful,Basic,-,-,High,Mohamed el Khallare,7,AFC O19,4,25,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:11:34:800,Successful,-,-,-,-,Kevin,1,FC Emmen O19,5,48,-,-,-,-,-,Interception,-,-,-,-,-
Gk Distribution,00:11:38:150,Successful,-,-,-,-,Kevin,1,FC Emmen O19,7,48,-,Emmanuel,15,12,59,-,-,Throw,-,-,-
Pass,00:11:43:150,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,24,72,-,David,4,16,76,-,-,-,-,-,-
Pass,00:11:50:620,Successful,Basic,-,-,High,David,4,FC Emmen O19,12,67,-,Kevin,1,5,62,-,-,-,-,-,-
Pass,00:11:51:660,Successful,Basic,Key,-,Medium,Kevin,1,FC Emmen O19,5,61,-,D' Angelo,12,73,48,-,-,-,-,-,-
Attacking Third Entry,00:11:56:750,-,-,-,-,-,D' Angelo,12,FC Emmen O19,72,45,-,-,-,-,-,-,Center,-,-,-,-
Shots,00:11:59:400,Blocked,In Game,-,No Goal,High,D' Angelo,12,FC Emmen O19,81,53,Right Foot,-,-,-,-,-,-,-,Bottom-center,-,-
Defensive Action,00:11:59:430,Successful,-,-,-,-,Dax Keller,4,AFC O19,82,52,-,-,-,-,-,Blocks,-,-,-,-,-
Pass,00:12:03:220,Successful,Basic,-,-,High,Dax Keller,4,AFC O19,71,49,-,Jahmani Braham,17,64,50,-,-,-,-,-,-
Pass,00:12:04:280,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,64,51,-,-,-,-,-,-,-,-,-,-,-
Pass,00:12:46:160,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,89,96,-,Dax Keller,4,90,87,-,-,-,-,-,-
Pass,00:12:47:610,Unsuccessful,Basic,-,-,High,Dax Keller,4,AFC O19,89,86,-,-,-,-,-,-,-,-,-,-,-
Pass,00:12:51:790,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,28,81,-,Kevin,1,11,65,-,-,-,-,-,-
Pass,00:12:56:120,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,9,65,-,David,4,16,87,-,-,-,-,-,-
Pass,00:12:58:710,Successful,Basic,-,-,Low,David,4,FC Emmen O19,18,88,-,Huub,8,24,69,-,-,-,-,-,-
Pass,00:13:01:970,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,32,60,-,Yvarion,11,45,6,-,-,-,-,-,-
Pass,00:13:08:490,Successful,Basic,-,-,Medium,Yvarion,11,FC Emmen O19,44,25,-,David,4,30,44,-,-,-,-,-,-
Pass,00:13:13:200,Unsuccessful,Basic,-,-,Medium,David,4,FC Emmen O19,34,55,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:13:15:560,Successful,-,-,-,-,Dax Keller,4,AFC O19,74,38,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:13:15:600,Successful,Basic,-,-,High,Dax Keller,4,AFC O19,73,39,-,Pharell Dankwa,2,76,14,-,-,-,-,-,-
Pass,00:13:20:510,Successful,Basic,-,-,High,Pharell Dankwa,2,AFC O19,77,10,-,Mohamed el Khallare,7,58,7,-,-,-,-,-,-
Pass,00:13:25:350,Successful,Basic,-,-,High,Mohamed el Khallare,7,AFC O19,64,10,-,Storm Huijsman,20,96,36,-,-,-,-,-,-
Pass,00:13:30:550,Unsuccessful,Basic,-,-,High,Storm Huijsman,20,AFC O19,95,28,-,-,-,-,-,-,-,-,-,-,-
Foul,00:13:34:010,-,-,-,-,-,Jahmani Braham,17,AFC O19,47,15,-,Raff,3,-,-,-,-,-,-,-,-
Freekick,00:13:56:840,Successful,Pass,-,-,-,Prio Hamid,3,AFC O19,45,15,-,Jahmani Braham,17,39,17,-,-,-,-,-,-
Pass,00:13:56:880,Successful,Basic,-,-,Low,Prio Hamid,3,AFC O19,45,14,-,Jahmani Braham,17,39,17,-,-,-,-,-,-
Pass,00:13:57:430,Successful,Basic,-,-,Medium,Jahmani Braham,17,AFC O19,39,18,-,Prio Hamid,3,46,17,-,-,-,-,-,-
Pass,00:13:58:630,Unsuccessful,Basic,-,-,High,Prio Hamid,3,AFC O19,46,18,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:13:59:810,Successful,-,-,-,-,Huub,8,FC Emmen O19,28,14,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:14:02:040,Unsuccessful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,47,32,-,-,-,-,-,-,-,-,-,-,-
Pass,00:14:06:000,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,39,30,-,Enzo,5,44,5,-,-,-,-,-,-
Pass,00:14:10:910,Successful,Basic,-,-,Medium,Enzo,5,FC Emmen O19,42,8,-,Emmanuel,15,40,20,-,-,-,-,-,-
Pass,00:14:11:750,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,40,21,-,Raff,3,27,14,-,-,-,-,-,-
Pass,00:14:14:220,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,27,15,-,Emmanuel,15,36,25,-,-,-,-,-,-
Pass,00:14:17:460,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,41,32,-,Huub,8,43,37,-,-,-,-,-,-
Pass,00:14:17:680,Successful,Basic,-,-,High,Huub,8,FC Emmen O19,43,37,-,Raff,3,37,21,-,-,-,-,-,-
Pass,00:14:21:500,Successful,Basic,-,-,High,Raff,3,FC Emmen O19,35,22,-,Huub,8,33,33,-,-,-,-,-,-
Pass,00:14:24:610,Unsuccessful,Basic,-,-,High,Huub,8,FC Emmen O19,34,38,-,-,-,-,-,-,-,-,-,-,-
Pass,00:14:27:340,Successful,Basic,-,-,Medium,Pharell Dankwa,2,AFC O19,70,29,-,Nicolai de Kort,15,57,32,-,-,-,-,-,-
Pass,00:14:30:780,Unsuccessful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,58,31,-,-,-,-,-,-,-,-,-,-,-
Pass,00:14:32:700,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,39,19,-,Huub,8,45,20,-,-,-,-,-,-
Pass,00:14:34:430,Successful,Basic,-,-,Medium,Huub,8,FC Emmen O19,45,19,-,Raff,3,30,4,-,-,-,-,-,-
Pass,00:14:37:920,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,22,4,-,Kevin,1,8,29,-,-,-,-,-,-
Pass,00:14:42:430,Successful,Basic,-,-,Low,Kevin,1,FC Emmen O19,9,39,-,David,4,10,56,-,-,-,-,-,-
Pass,00:14:44:940,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,12,60,-,Emmanuel,15,23,54,-,-,-,-,-,-
Pass,00:14:45:820,Unsuccessful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,23,53,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:14:46:970,Successful,-,-,-,-,Mohamed el Khallare,7,AFC O19,29,57,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:15:09:550,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,6,95,-,D' Angelo,12,22,90,-,-,-,-,-,-
Foul,00:15:12:820,-,-,-,-,-,Diaz Baars,5,AFC O19,22,90,-,D' Angelo,12,-,-,-,-,-,-,-,-
Freekick,00:15:22:430,Successful,Pass,-,-,-,Ilias,2,FC Emmen O19,22,90,-,Emmanuel,15,27,84,-,-,-,-,-,-
Pass,00:15:22:470,Successful,Basic,-,-,Low,Ilias,2,FC Emmen O19,22,90,-,Emmanuel,15,27,84,-,-,-,-,-,-
Pass,00:15:24:050,Successful,Basic,-,-,High,Emmanuel,15,FC Emmen O19,27,85,-,David,4,12,83,-,-,-,-,-,-
Pass,00:15:26:620,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,17,73,-,Raff,3,16,41,-,-,-,-,-,-
Pass,00:15:30:060,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,19,31,-,Enzo,5,35,6,-,-,-,-,-,-
Pass,00:15:34:560,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,41,7,-,D' Angelo,12,48,36,-,-,-,-,-,-
Pass,00:15:36:490,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,46,35,-,Yvarion,11,60,4,-,-,-,-,-,-
Defensive Action,00:15:41:300,Successful,-,-,-,-,Pharell Dankwa,2,AFC O19,68,9,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:15:45:260,Unsuccessful,Basic,-,-,High,Raff,3,FC Emmen O19,59,30,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:15:46:370,Successful,-,-,-,-,Noach Shenkman,6,AFC O19,68,39,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:15:46:410,Won,Ground,-,-,-,Noach Shenkman,6,AFC O19,68,39,-,-,-,-,-,-,-,-,-,-,-
Duel,00:15:46:450,Lost,Ground,-,-,-,D' Angelo,12,FC Emmen O19,68,39,-,-,-,-,-,-,-,-,-,-,-
Pass,00:15:46:490,Successful,Basic,-,-,High,Noach Shenkman,6,AFC O19,68,38,-,Nicolai de Kort,15,61,37,-,-,-,-,-,-
Pass,00:15:48:070,Successful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,61,42,-,Milan Engelander,10,55,55,-,-,-,-,-,-
Off-side,00:15:49:050,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,45,6,-,-,-,-,-,-,-,-,-,-,-
Pass,00:16:16:200,Successful,Basic,-,-,Low,Enzo,5,FC Emmen O19,43,7,-,Raff,3,32,15,-,-,-,-,-,-
Pass,00:16:19:290,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,30,16,-,Kevin,1,18,50,-,-,-,-,-,-
Pass,00:16:27:430,Unsuccessful,Basic,-,-,High,Kevin,1,FC Emmen O19,18,53,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:16:30:370,Successful,-,-,-,-,Dax Keller,4,AFC O19,71,41,-,-,-,-,-,Interception,-,-,-,-,-
Penalty Box Entries,00:16:32:620,-,-,-,-,-,Yvarion,11,FC Emmen O19,85,29,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:16:34:460,Unsuccessful,Basic,-,-,High,Yvarion,11,FC Emmen O19,91,30,-,-,-,-,-,-,-,-,-,-,-
Pass,00:16:57:080,Unsuccessful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,89,97,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:16:58:010,Successful,-,-,-,-,Raff,3,FC Emmen O19,66,75,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:17:13:240,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,65,96,-,Noach Shenkman,6,36,86,-,-,-,-,-,-
Duel,00:17:15:800,Won,Air,-,-,-,Noach Shenkman,6,AFC O19,36,86,-,-,-,-,-,-,-,-,-,-,-
Duel,00:17:15:839,Lost,Air,-,-,-,Ilias,2,FC Emmen O19,36,87,-,-,-,-,-,-,-,-,-,-,-
Pass,00:17:15:880,Unsuccessful,Basic,-,-,High,Noach Shenkman,6,AFC O19,35,87,-,-,-,-,-,-,-,-,-,-,-
Pass,00:17:30:350,Unsuccessful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,25,96,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:17:32:070,Successful,-,-,-,-,Dax Keller,4,AFC O19,64,77,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:17:32:660,Successful,Basic,-,-,High,Dax Keller,4,AFC O19,66,74,-,Nicolai de Kort,15,58,77,-,-,-,-,-,-
Pass,00:17:33:140,Successful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,58,77,-,Diaz Baars,5,67,75,-,-,-,-,-,-
Pass,00:17:34:300,Unsuccessful,Basic,-,-,High,Diaz Baars,5,AFC O19,69,78,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:17:34:410,Successful,-,-,-,-,D' Angelo,12,FC Emmen O19,69,81,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:17:40:240,Successful,Throw-in,-,-,Low,Diaz Baars,5,AFC O19,89,98,-,Dax Keller,4,92,87,-,-,-,-,-,-
Pass,00:17:42:980,Successful,Basic,-,-,High,Dax Keller,4,AFC O19,90,79,-,Storm Huijsman,20,94,45,-,-,-,-,-,-
Pass,00:17:47:120,Unsuccessful,Basic,-,-,High,Storm Huijsman,20,AFC O19,94,29,-,-,-,-,-,-,-,-,-,-,-
Pass,00:17:50:320,Unsuccessful,Basic,-,-,High,Raff,3,FC Emmen O19,41,31,-,-,-,-,-,-,-,-,-,-,-
Pass,00:17:57:850,Successful,Basic,-,-,High,Milan Engelander,10,AFC O19,21,71,-,Rody Schouren,19,9,84,-,-,-,-,-,-
Pass,00:18:00:210,Successful,Cross,-,-,Medium,Rody Schouren,19,AFC O19,9,85,-,Mohamed el Khallare,7,8,27,-,-,-,-,-,-
Penalty Box Entries,00:18:00:250,-,-,-,-,-,Rody Schouren,19,AFC O19,9,85,-,-,-,-,-,-,Left,-,-,-,-
Lost Possession,00:18:01:870,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,8,26,-,-,-,-,-,-,-,-,-,-,-
Pass,00:18:17:500,Successful,Basic,-,-,Low,Raff,3,FC Emmen O19,5,37,-,Kevin,1,4,48,-,-,-,-,-,-
Pass,00:18:20:880,Unsuccessful,Basic,-,-,Medium,Kevin,1,FC Emmen O19,5,49,-,-,-,-,-,-,-,-,-,-,-
Pass,00:18:46:190,Successful,Throw-in,-,-,Low,Pharell Dankwa,2,AFC O19,44,4,-,Jahmani Braham,17,36,11,-,-,-,-,-,-
Duel,00:18:47:940,Won,Air,-,-,-,Jahmani Braham,17,AFC O19,35,11,-,-,-,-,-,-,-,-,-,-,-
Duel,00:18:47:980,Lost,Air,-,-,-,Enzo,5,FC Emmen O19,35,12,-,-,-,-,-,-,-,-,-,-,-
Pass,00:18:48:020,Unsuccessful,Basic,-,-,High,Jahmani Braham,17,AFC O19,35,11,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:18:49:190,Successful,-,-,-,-,Raff,3,FC Emmen O19,24,10,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:19:02:100,Successful,Throw-in,-,-,Low,Pharell Dankwa,2,AFC O19,22,4,-,Prio Hamid,3,30,12,-,-,-,-,-,-
Pass,00:19:04:070,Unsuccessful,Basic,-,-,High,Prio Hamid,3,AFC O19,28,7,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:19:05:370,Successful,-,-,-,-,Raff,3,FC Emmen O19,12,20,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:19:05:410,Unsuccessful,Basic,-,-,High,Raff,3,FC Emmen O19,12,20,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:19:07:440,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,27,18,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:19:07:480,Unsuccessful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,26,18,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:19:08:030,Successful,-,-,-,-,Huub,8,FC Emmen O19,22,20,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:19:08:170,Unsuccessful,Basic,-,-,High,Huub,8,FC Emmen O19,22,21,-,-,-,-,-,-,-,-,-,-,-
Pass,00:19:14:050,Successful,Basic,-,-,High,Prio Hamid,3,AFC O19,35,35,-,Rody Schouren,19,30,68,-,-,-,-,-,-
Attacking Third Entry,00:19:15:970,-,-,-,-,-,Rody Schouren,19,AFC O19,21,76,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:19:20:110,Unsuccessful,Cross,-,-,High,Rody Schouren,19,AFC O19,10,81,-,-,-,-,-,-,-,-,-,-,-
Penalty Box Entries,00:19:20:150,-,-,-,-,-,Rody Schouren,19,AFC O19,10,81,-,-,-,-,-,-,Left,-,-,-,-
Defensive Action,00:19:21:210,Successful,-,-,-,-,David,4,FC Emmen O19,9,61,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:19:22:520,Successful,Basic,Key,-,High,Jahmani Braham,17,AFC O19,4,64,-,Noach Shenkman,6,9,62,-,-,-,-,-,-
Shots,00:19:23:200,Blocked,In Game,-,No Goal,High,Noach Shenkman,6,AFC O19,9,63,Left Foot,-,-,-,-,-,-,-,Bottom-left,-,-
Defensive Action,00:19:23:310,Successful,-,-,-,-,David,4,FC Emmen O19,7,61,-,-,-,-,-,Blocks,-,-,-,-,-
Corners,00:19:53:770,Unsuccessful,Cross,-,-,-,Mohamed el Khallare,7,AFC O19,2,96,-,-,-,-,-,-,Left Corner,-,-,-,-
Penalty Box Entries,00:19:53:810,-,-,-,-,-,Mohamed el Khallare,7,AFC O19,2,95,-,-,-,-,-,-,Left,-,-,-,-
Defensive Action,00:19:55:420,Successful,-,-,-,-,Raff,3,FC Emmen O19,4,52,-,-,-,-,-,Clearance,-,-,-,-,-
Foul,00:19:59:500,-,-,-,-,-,D' Angelo,12,FC Emmen O19,24,44,-,Nicolai de Kort,15,-,-,-,-,-,-,-,-
Freekick,00:20:26:680,1st Contact Opponent,Shot,-,-,-,Noach Shenkman,6,AFC O19,24,38,-,-,-,-,-,-,-,-,-,-,-
Shots,00:20:26:720,Blocked,In Game,-,No Goal,Low,Noach Shenkman,6,AFC O19,24,39,Right Foot,-,-,-,-,-,-,-,Middle-center,-,-
Defensive Action,00:20:26:940,Successful,-,-,-,-,Emmanuel,15,FC Emmen O19,16,36,-,-,-,-,-,Blocks,-,-,-,-,-
Pass,00:20:33:550,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,22,14,-,Yvarion,11,33,3,-,-,-,-,-,-
Pass,00:20:35:920,Successful,Basic,-,-,Medium,Yvarion,11,FC Emmen O19,33,5,-,Raff,3,21,19,-,-,-,-,-,-
Pass,00:20:38:920,Successful,Basic,-,-,Medium,Raff,3,FC Emmen O19,22,16,-,David,4,17,57,-,-,-,-,-,-
Pass,00:20:42:080,Successful,Basic,-,-,Medium,David,4,FC Emmen O19,18,59,-,D' Angelo,12,32,58,-,-,-,-,-,-
Pass,00:20:44:770,Unsuccessful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,35,64,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:20:45:890,Successful,-,-,-,-,Rody Schouren,19,AFC O19,62,69,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:20:54:110,Unsuccessful,Basic,-,-,High,Rody Schouren,19,AFC O19,94,86,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:20:56:650,Successful,-,-,-,-,Raff,3,FC Emmen O19,49,60,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:20:56:690,Successful,Basic,-,-,High,Raff,3,FC Emmen O19,48,60,-,Huub,8,59,58,-,-,-,-,-,-
Pass,00:20:58:370,Unsuccessful,Basic,-,-,High,Huub,8,FC Emmen O19,58,60,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:20:59:090,Successful,-,-,-,-,Nicolai de Kort,15,AFC O19,62,65,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:21:12:630,Successful,Throw-in,-,-,Low,Ilias,2,FC Emmen O19,58,96,-,Emmanuel,15,58,82,-,-,-,-,-,-
Pass,00:21:13:270,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,58,82,-,Ilias,2,61,95,-,-,-,-,-,-
Pass,00:21:14:410,Successful,Basic,-,-,High,Ilias,2,FC Emmen O19,61,95,-,D' Angelo,12,70,95,-,-,-,-,-,-
Pass,00:21:14:800,Successful,Basic,-,-,High,D' Angelo,12,FC Emmen O19,69,95,-,Emmanuel,15,66,80,-,-,-,-,-,-
Pass,00:21:17:160,Successful,Basic,-,-,Medium,Emmanuel,15,FC Emmen O19,61,75,-,Amine,6,70,50,-,-,-,-,-,-
Pass,00:21:18:520,Unsuccessful,Basic,-,-,Medium,Amine,6,FC Emmen O19,70,50,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:21:19:030,Successful,-,-,-,-,Prio Hamid,3,AFC O19,74,50,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:21:19:070,Unsuccessful,Basic,-,-,High,Prio Hamid,3,AFC O19,75,50,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:21:19:360,Successful,-,-,-,-,Huub,8,FC Emmen O19,71,50,-,-,-,-,-,Interception,-,-,-,-,-
Duel,00:21:20:740,Won,Ground,-,-,-,Prio Hamid,3,AFC O19,76,48,-,-,-,-,-,-,-,-,-,-,-
Duel,00:21:20:780,Lost,Ground,-,-,-,Huub,8,FC Emmen O19,76,48,-,-,-,-,-,-,-,-,-,-,-
Pass,00:21:20:820,Unsuccessful,Basic,-,-,High,Prio Hamid,3,AFC O19,76,48,-,-,-,-,-,-,-,-,-,-,-
Pass,00:21:26:240,Successful,Basic,-,-,High,Enzo,5,FC Emmen O19,60,4,-,Amine,6,67,17,-,-,-,-,-,-
Attacking Third Entry,00:21:27:630,-,-,-,-,-,Amine,6,FC Emmen O19,66,15,-,-,-,-,-,-,Left,-,-,-,-
Pass,00:21:27:660,Successful,Basic,-,-,High,Amine,6,FC Emmen O19,70,18,-,Yvarion,11,76,3,-,-,-,-,-,-
Pass,00:21:33:050,Unsuccessful,Cross,-,-,High,Yvarion,11,FC Emmen O19,90,6,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:21:34:130,Successful,-,-,-,-,Dax Keller,4,AFC O19,90,42,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:21:38:430,Unsuccessful,Basic,-,-,High,Milan Engelander,10,AFC O19,71,42,-,-,-,-,-,-,-,-,-,-,-
Pass,00:21:42:020,Unsuccessful,Basic,-,-,High,David,4,FC Emmen O19,34,42,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:21:42:290,Successful,-,-,-,-,Jahmani Braham,17,AFC O19,32,42,-,-,-,-,-,Interception,-,-,-,-,-
Defensive Action,00:21:44:170,Successful,-,-,-,-,Raff,3,FC Emmen O19,27,43,-,-,-,-,-,Tackle,-,-,-,-,-
Pass,00:21:44:310,Successful,Basic,-,-,High,Raff,3,FC Emmen O19,26,44,-,Kevin,1,7,49,-,-,-,-,-,-
Pass,00:21:48:680,Successful,Basic,-,-,Medium,Kevin,1,FC Emmen O19,7,52,-,Raff,3,7,29,-,-,-,-,-,-
Pass,00:21:53:670,Successful,Basic,-,-,High,Raff,3,FC Emmen O19,20,14,-,Enzo,5,29,6,-,-,-,-,-,-
Pass,00:21:55:880,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,33,5,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:21:57:930,Successful,-,-,-,-,Diaz Baars,5,AFC O19,47,42,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:21:59:920,Successful,Basic,-,-,Medium,Diaz Baars,5,AFC O19,44,43,-,Milan Engelander,10,36,58,-,-,-,-,-,-
Pass,00:22:06:390,Successful,Basic,-,-,High,Milan Engelander,10,AFC O19,32,29,-,Pharell Dankwa,2,26,13,-,-,-,-,-,-
Attacking Third Entry,00:22:08:550,-,-,-,-,-,Pharell Dankwa,2,AFC O19,26,12,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:22:09:680,Unsuccessful,Cross,-,-,High,Pharell Dankwa,2,AFC O19,25,14,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:22:10:870,Successful,-,-,-,-,David,4,FC Emmen O19,12,37,-,-,-,-,-,Clearance,-,-,-,-,-
Pass,00:22:12:850,Successful,Basic,-,-,Medium,Milan Engelander,10,AFC O19,36,27,-,Nicolai de Kort,15,25,37,-,-,-,-,-,-
Attacking Third Entry,00:22:14:770,-,-,-,-,-,Nicolai de Kort,15,AFC O19,25,38,-,-,-,-,-,-,Center,-,-,-,-
Pass,00:22:15:060,Successful,Basic,-,-,High,Nicolai de Kort,15,AFC O19,24,40,-,Rody Schouren,19,23,76,-,-,-,-,-,-
Pass,00:22:19:480,Unsuccessful,Basic,-,-,High,Rody Schouren,19,AFC O19,22,75,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:22:20:560,Successful,-,-,-,-,Huub,8,FC Emmen O19,22,58,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:22:22:600,Successful,Basic,-,-,High,Jahmani Braham,17,AFC O19,21,56,-,Milan Engelander,10,27,59,-,-,-,-,-,-
Pass,00:22:25:470,Successful,Basic,-,-,High,Milan Engelander,10,AFC O19,28,49,-,Pharell Dankwa,2,17,22,-,-,-,-,-,-
Penalty Box Entries,00:22:28:080,-,-,-,-,-,Pharell Dankwa,2,AFC O19,16,24,-,-,-,-,-,-,Right,-,-,-,-
Pass,00:22:31:370,Unsuccessful,Basic,-,-,High,Pharell Dankwa,2,AFC O19,2,25,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:22:31:730,Successful,-,-,-,-,Raff,3,FC Emmen O19,2,32,-,-,-,-,-,Interception,-,-,-,-,-
Pass,00:22:33:860,Unsuccessful,Basic,-,-,High,Enzo,5,FC Emmen O19,6,32,-,-,-,-,-,-,-,-,-,-,-
Off-side,00:22:41:660,-,-,-,-,-,Jahmani Braham,17,AFC O19,25,49,-,-,-,-,-,-,-,-,-,-,-
Pass,00:22:53:700,Successful,Basic,-,-,Low,David,4,FC Emmen O19,19,72,-,Kevin,1,9,57,-,-,-,-,-,-
Pass,00:23:00:110,Unsuccessful,Basic,-,-,Medium,Kevin,1,FC Emmen O19,11,62,-,-,-,-,-,-,-,-,-,-,-
Defensive Action,00:23:04:600,Successful,-,-,-,-,Dax Keller,4,AFC O19,77,72,-,-,-,-,-,Interception,-,-,-,-,-
